qa_id,question,expected_answer,source_text,target_text,method,split,persona,corpus,sampling_regime,source_passage_pid,target_passage_pid,source_doc_id,target_doc_id,source_passage_label,target_passage_label,reference_text,reference_type,ReferenceText,ReferenceType,annotation_id,original_item_id,source_path,q_understandable,passage_relevance,explicit_citation,comment
96d798bb5745edb9,"In the annual report, what does the Reporting Entity need to say about who leads the Board and what decisions the Board keeps versus delegates to Senior Management, and what balance of skills and independence and what resources must the Board and its committees have for both the Reporting Entity and the Listed Entity?","The Reporting Entity’s annual report should name the key people in charge of governance and management—identifying the chairman, any deputy chairman, the Directors, and the chief executive—and it should also give a high-level explanation of which types of decisions are made by the Board and which are delegated to Senior Management [#SRC:35277484-31bd-49fe-956c-02f3ceff5405]. Alongside these disclosures, the Board and its committees must be set up and supported so they have an appropriate balance of skills, experience, independence, and knowledge of the entity’s business, and they must have adequate resources to do their work properly [#SRC:35277484-31bd-49fe-956c-02f3ceff5405]. Adequate resources include being able to access expertise when needed and receiving timely and comprehensive information about the affairs of the entity. The same expectation applies for the Listed Entity: its Board and committees must also maintain the appropriate balance and have adequate resources, including access to expertise and timely, comprehensive information relating to the Listed Entity’s affairs [#TGT:705e3965-3995-437d-abe7-8af619b6bbbb].","Chairman and Chief Executive. The annual report of the Reporting Entity should:
a.	identify the chairman, the deputy chairman (where there is one), the Directors and the chief executive; and
b.	include a high level statement of which types of decisions are to be taken by the Board and which are to be delegated to the Senior Management.
Principle 3 – Board composition and resources
Rule 9.2.5
""The Board and its committees must have an appropriate balance of skills, experience, independence and knowledge of the Reporting Entity's business, and adequate resources, including access to expertise as required and timely and comprehensive information relating to the affairs of the Reporting Entity.""","Principle 3 – Board composition and resources. The Board, and its committees, must have an appropriate balance of skills, experience, independence and knowledge of the Listed Entity's business, and adequate resources, including access to expertise as required and timely and comprehensive information relating to the affairs of the Listed Entity.",SCHEMA,,basic,ADGM,mixed_difficulty,35277484-31bd-49fe-956c-02f3ceff5405,705e3965-3995-437d-abe7-8af619b6bbbb,,,APP 4.20.,9.2.5,,,,,HV0052,96d798bb5745edb9,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-ADGM-ALL/final.jsonl,,,,
c4c8063e2b10f8ea,"When setting expectations for a Reporting Entity’s Corporate Governance framework to support prudent and sound long‑term management in the interests of the Reporting Entity and its Shareholders, to what extent may the Regulator make Rules that prescribe Corporate Governance principles and standards and impose requirements on the Reporting Entity’s board of Directors and individual members, Controllers, employees, or other persons, including matters such as fair treatment of Shareholders and conflicts of interests?","The Regulator is permitted to use Rules to prescribe the Corporate Governance principles and standards that apply to a Reporting Entity, and those Rules may extend beyond high-level governance concepts to include specific requirements applicable to the Reporting Entity’s board of Directors and individual members, Controllers, employees, or any other person as appropriate. Those Rules may also cover requirements relating to fair treatment of Shareholders and provisions to address conflicts of interests, allowing the Regulator to translate governance expectations into concrete, role-specific obligations. This rulemaking permission operates in the context that the Regulator is entitled to enact rules requiring a Reporting Entity to have a Corporate Governance framework that is adequate to promote prudent and sound management of the Reporting Entity in the long-term interest of the Reporting Entity and its Shareholders. Taken together, the passages indicate that the Regulator can both require an adequate governance framework and prescribe detailed principles, standards, and related requirements to support that outcome. [#SRC:f3baa5a3-304f-41e2-b57d-97db937d12c1] [#TGT:d0183f42-1701-4885-9dcb-cb96c2d62d6d]","General. Section 73(2) of the FSMR provides that the Regulator is entitled to enact rules requiring a Reporting Entity to have a Corporate Governance framework which is adequate to promote prudent and sound management of the Reporting Entity in the long term interest of the Reporting Entity and its Shareholders. Accordingly, in providing its explanation in the annual report as noted in 2, a Reporting Entity should aim to illustrate how its actual practices achieve compliance with the outcomes intended by section 73 of the FSMR and the Principles, and thereby contribute to prudent and sound management of the Reporting Entity.","For the purposes of the requirement in subsection ‎(1), the Regulator may by Rules prescribe—
(a)	Corporate Governance principles and standards that apply to a Reporting Entity, including any requirements applicable to its board of Directors and individual members, Controllers, employees or any other person as appropriate;
(b)	requirements relating to fair treatment of Shareholders; and
(c)	provisions to address conflicts of interests.",SCHEMA,,professional,ADGM,mixed_difficulty,f3baa5a3-304f-41e2-b57d-97db937d12c1,d0183f42-1701-4885-9dcb-cb96c2d62d6d,,,APP 4.3.,Part 6.Chapter 2.73.(2),,,,,HV0053,c4c8063e2b10f8ea,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-ADGM-ALL/final.jsonl,,,,
1d401bad230c5d15,"If an Investigator needs to go into someone’s business premises to look at and copy documents for an investigation, can the Investigator make the Person Under Investigation (or someone else) allow entry by sending a written notice, and does the visit have to be during normal business hours and only for documents relevant to the investigation?","Yes. The Investigator has permission to enter business premises to inspect and copy documents, but this is tied to the investigation: the documents inspected or copied must be relevant for the purposes of the investigation, and the entry is for that inspection-and-copying purpose [#SRC:6f288073-515c-4e53-9fa5-16c3700d2767]. Separately, the Investigator may, by written notice, require cooperation not only from the Person Under Investigation but also from any other person (even if not connected to the Person Under Investigation). One form of required cooperation is that the person must permit the Investigator to enter the person’s business premises during normal business hours so the Investigator can inspect and copy documents on those premises [#TGT:ba9deea1-694d-4225-bf79-201773a12046]. Putting both together, the Investigator can use a written notice to require the person to allow entry, but the entry is limited to normal business hours under the notice and is limited in scope to inspecting and copying documents on-site that are relevant to the investigation.",Power to enter premises and inspect and copy documents . Section 206(1)(e) of FSMR permits the Investigator to enter business premises for the purpose of inspecting and copying any documents where relevant for the purposes of the investigation.,"The Investigator may, by written notice, require the person who is the Person Under Investigation or any other person (whether or not connected to the Person Under Investigation) to—
(a)	attend an interview at a Specified time and place and answer questions;
(b)	produce at a Specified time and place any Specified Documents or Documents of a Specified description;
(c)	provide such information as the Investigator may require;
(d)	provide such assistance as the Investigator may require; or
(e)	permit the Investigator to enter the business premises of such person during normal business hours for the purpose of inspecting and copying Documents on such premises.",SCHEMA,,basic,ADGM,mixed_difficulty,6f288073-515c-4e53-9fa5-16c3700d2767,ba9deea1-694d-4225-bf79-201773a12046,,,6.6.16,Part 17.206.(1),,,,,HV0054,1d401bad230c5d15,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-ADGM-ALL/final.jsonl,,,,
9dcca7d2db679059,"When an Authorised Person is monitoring and controlling its Exposures within the Large Exposures limits, what immediate notification and written follow-up obligations apply if (i) there is any breach of those limits and (ii) a Trading Book portion of a Large Exposure, alone or combined with any Non Trading Book portion, is likely to push the exposure above 25% of Tier 1, including what must be included in the notice to the Regulator?","An Authorised Person must operate controls that detect and respond promptly to limit issues while it monitors and controls Exposures on a daily basis within the Large Exposures limits [#SRC:29db355c-0b9a-45bd-af0b-0e40adbf1675]. If there is any breach of the limits, it must notify the Regulator immediately and then confirm that notification in writing [#SRC:29db355c-0b9a-45bd-af0b-0e40adbf1675]. Separately, where the Trading Book portion of a Large Exposure—either on its own or when added to any Non Trading Book portion—is likely to cause the 25% limit of the Authorised Person’s Tier 1 to be exceeded, the Authorised Person must immediately provide the Regulator with written notice [#TGT:74d112ce-e726-400a-9014-0a771a3717b8]. That written notice must explain the nature of the Trading Book Exposure and must seek specific guidance from the Regulator on the prudential treatment of the Exposure [#TGT:74d112ce-e726-400a-9014-0a771a3717b8]. Taken together, the firm should ensure immediate escalation to the Regulator for both actual breaches and likely exceedances, with written documentation that both confirms the breach notification and, where relevant, provides the required explanation and request for guidance.","Applicability and limits. For the purposes of this Section an Authorised Person must:
(a)	identify its Exposures;
(b)	identify its Counterparties, including whether any are Closely Related to each other or Connected to the Authorised Person;
(c)	measure the size of its Exposures;
(d)	establish the value of its Exposures;
(e)	determine the size of its Exposures as a proportion of its Tier 1;
(f)	identify whether it has Exposures which are subject to the requirements of Section 4.13 (CRM);
(g)	identify which, if any, of its Exposures are exempt in accordance with Section A4.11 from the limits set out in Rules 4.15.4 to 4.15.7;
(h)	aggregate its Exposures to the same Counterparty or group of Closely Related Counterparties or group of Connected Counterparties;
(i)	monitor and control its Exposures on a daily basis within the Large Exposures limits; and
(j)	notify the Regulator immediately of any breach of the limits set out in this Section and confirm it in writing.","Large Exposures limits. Where the portion of a Large Exposure in an Authorised Person's Trading Book on its own or when added to any Non Trading Book portion of a Large Exposure, is likely to cause the 25% limit of its Tier 1 to be exceeded, the Authorised Person must immediately give the Regulator written notice, explaining the nature of its Trading Book Exposure and seeking specific guidance from the Regulator regarding the prudential treatment of any such Exposure.",SCHEMA,,professional,ADGM,mixed_difficulty,29db355c-0b9a-45bd-af0b-0e40adbf1675,74d112ce-e726-400a-9014-0a771a3717b8,,,4.15.3,4.15.6,,,,,HV0055,9dcca7d2db679059,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-ADGM-ALL/final.jsonl,,,,
09ed83603d5c9d13,"When preparing its Summary of Reserves and Resources, must a Petroleum Reporting Entity include the specified table in the prescribed form and within the stated timing window, and does that obligation apply if the Petroleum Reporting Entity is required to file SEC compliant Forms 10-K and 20-F Reports annually with the SEC?","A Petroleum Reporting Entity is generally required to include, within its Summary of Reserves and Resources, a table prepared in the form of MKT Form 12-1, and that table must be dated no earlier than one month before the Summary of Reserves and Resources is disclosed [#SRC:cd137cde-9ef8-4ed1-a401-6bf47f8ccb04]. However, the applicability of that requirement is limited for a Petroleum Reporting Entity that is required to file SEC compliant Forms 10-K and 20-F Reports annually with the SEC: such an entity is not required to comply with the underlying requirement that would otherwise impose the table-in-summary obligation [#TGT:b249219a-57ec-4b15-be46-58475357c6c1]. In practice, this means you should first determine whether the entity falls within the SEC annual filing category described; if it does, the entity is carved out from having to comply with the requirement that mandates inclusion of the MKT Form 12-1 table and its associated “no earlier than one month” dating constraint. If it does not, the entity must include the table and meet the timing condition when disclosing the Summary.","Subject to Rule 12.14.3, a Petroleum Reporting Entity must include in its Summary of Reserves and Resources a table in the form of MKT Form 12-1, as of a date no earlier than one month prior to the disclosure of the Summary of Reserves and Resources.",A Petroleum Reporting Entity that is required to file SEC compliant Forms 10-K and 20-F Reports annually with the SEC is not required to comply with Rule 12.14.1.,SCHEMA,,professional,ADGM,mixed_difficulty,cd137cde-9ef8-4ed1-a401-6bf47f8ccb04,b249219a-57ec-4b15-be46-58475357c6c1,,,12.14.1,12.14.3,,,,,HV0056,09ed83603d5c9d13,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-ADGM-ALL/final.jsonl,,,,
343c7ec7230ec8a7,"If a Listed Entity had an approval for Securities but that approval later lapses, can it still treat those Securities as approved when working out Relevant Issues and whether it must not issue more Equity Securities without approval from holders of Ordinary Securities?","No. If the approval lapses, the Securities affected can no longer be treated as Securities issued with approval for the purpose of the counting exercise, and they must instead be counted within Relevant Issues [#SRC:76970fb8-577b-4a21-8996-4c8bde4ef2d2]. This directly affects the restriction on new issues because a Listed Entity must not issue, or agree to issue, more Equity Securities than the maximum number calculated by the formula unless it has the approval of the holders of Ordinary Securities [#TGT:a5d5f764-a746-4801-8e14-9584a84d3933]. The formula subtracts Relevant Issues from 20% of the Base Amount, so adding these Securities into Relevant Issues reduces the maximum number the Listed Entity can issue or agree to issue without holder approval [#TGT:a5d5f764-a746-4801-8e14-9584a84d3933]. Practically, once the approval has lapsed, the Listed Entity must recalculate using the revised Relevant Issues figure and ensure it does not proceed with any issue or agreement that would exceed the recalculated maximum unless it first obtains holder approval [#SRC:76970fb8-577b-4a21-8996-4c8bde4ef2d2] [#TGT:a5d5f764-a746-4801-8e14-9584a84d3933].","If the approval under Rule 9.7.5 lapses, the Securities can no longer be counted as Securities issued with approval under Rule 9.7.5 for the purposes of Rule 9.7.1 above, and instead are to be counted within Relevant Issues under Rule 9.7.1.","Restrictions on new Issues of Equity Securities . A Listed Entity must not issue, or agree to issue, more Equity Securities than the number calculated according to the following formula, without the approval of the holders of Ordinary Securities:
Maximum number of Equity Securities = (20% * Base Amount) – Relevant Issues),
where:
Base Amount = the number of fully paid Ordinary Securities on issue as of the date 12 months before the date of issue or agreement (the “12 months Base Amount”), plus the number of:
(1)	fully paid Ordinary Securities issued in the 12 months before the date of issue or agreement under an exception in Rule 9.7.4 other than exceptions (8), (15) or (16);
(2)	fully paid Ordinary Securities issued in the 12 months before the date of issue or agreement under an exception in Rule 9.7.4 other than exception (15), where the agreement was:
(i)	entered into before the commencement of the 12 month period; or
(ii)	approved, or taken under the Rules to have been approved, under Rule 9.7.1 or Rule 9.7.5; and
(3)	any other fully paid Ordinary Securities issued in the 12 months before the date of issue or agreement with approval under Rule 9.7.1 or Rule 9.7.5;
Guidance
The Base Amount may include fully paid Ordinary Securities issued in the 12 months before the date of issue or agreement under an agreement to issue Securities within Rule 9.7.4 exception (14) where the issue is subsequently approved under Rule 9.7.1.
(4)	partly paid Ordinary Securities that became fully paid in the 12 months before the date of issue or agreement,
but subtracting the number of fully paid Ordinary Securities cancelled in the 12 months before the date of issue or agreement.
Relevant Issues = the number of Equity Securities issued, or agreed to be issued, in the 12 months before the date of issue or agreement to issue other than:
(a)	with the approval of the holders of its Ordinary Securities under Rule 9.7.1 or Rule 9.7.5; or
(b)	under an exception in Rule 9.7.4.",SCHEMA,,basic,ADGM,mixed_difficulty,76970fb8-577b-4a21-8996-4c8bde4ef2d2,a5d5f764-a746-4801-8e14-9584a84d3933,,,9.7.6.Guidance,9.7.1,,,,,HV0057,343c7ec7230ec8a7,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-ADGM-ALL/final.jsonl,,,,
51d9cf72aea6f0f0,"When a Mining Reporting Entity makes a disclosure that includes forecast financial information derived from a Production Target and also includes ore reserves information supported by a separate report annexed to the disclosure, what must the Mining Reporting Entity include about the assumptions used to determine the forecast financial information, and how must the ore reserves information in the disclosure be presented relative to the separate report?","Where a Mining Reporting Entity’s disclosure contains forecast financial information derived from a Production Target, it must include comprehensive information about the assumptions used to determine that forecast financial information: all material economic assumptions employed; if it considers those material economic assumptions commercially sensitive, it must state that and explain the methodology used to determine them; and it must also include all other material assumptions utilised, together with the Production Target from which the forecast financial information is derived (including the required accompanying information) [#SRC:2c78a258-d9f2-4150-9d2c-ba681d8f9489]. In the same disclosure, if ore reserves information is included and a separate report is prepared and included as an annexure, the information included in the disclosure must be a fair and balanced representation of the information contained in that separate report [#TGT:b8cb4fdb-f627-43ae-90bf-801a549f8d63]. In meeting this obligation, the Mining Reporting Entity is not expected to summarise all information in the separate report; instead, it should include only information that is material to understanding the estimates of Mineral Resources in the separate report and that is not otherwise included in the body of the disclosure [#TGT:b8cb4fdb-f627-43ae-90bf-801a549f8d63].","A Mining Reporting Entity’s disclosure pursuant to Rule 11.9.1 must include:
(1)	in relation to the assumptions used to determine the forecast financial information:
(a)	all material economic assumptions employed;
(b)	if the Mining Reporting Entity considers the material economic assumptions to be commercially sensitive, a statement to that effect and an explanation of the methodology used to determine the material economic assumptions; and
Guidance
A Mining Reporting Entity that considers certain information relating to the material economic assumptions to be commercially sensitive should refer to paragraphs 47-54 of the Guidance on Mining and paragraphs 127 and 128 of the Guidance on Continuous Disclosure.
(c)	all other material assumptions utilised.
(2)	the Production Target from which the forecast financial information is derived (including all the information contained in Rule 11.8.3).","ORE RESERVES . Pursuant to Rule 11.6.1, the information included in the disclosure must be a fair and balanced representation of the information contained in the separate report prepared in accordance with Rule 11.6.2 (which must be included as an annexure to the disclosure).  In complying with this obligation, the FSRA does not expect a Mining Reporting Entity to prepare a summary of all the information contained in the separate report.  Instead, it is expected that that only information which is material to understanding the estimates of Mineral Resources contained in the separate report, that is not otherwise included in the body of the disclosure, be included.",SCHEMA,,professional,ADGM,mixed_difficulty,2c78a258-d9f2-4150-9d2c-ba681d8f9489,b8cb4fdb-f627-43ae-90bf-801a549f8d63,,,11.9.2,48),,,,,HV0058,51d9cf72aea6f0f0,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-ADGM-ALL/final.jsonl,,,,
dd9324192c9a7188,"When determining the Credit RWA of an Authorised Person as an aggregate sum that includes the component for Credit Risk Exposures, what calculation steps must the Authorised Person follow to compute and aggregate the RWA for all of its CR Exposures so that this component can be included in the overall Credit RWA total?","Credit RWA for an Authorised Person is defined as an overall total made up of multiple components, including the risk weighted assets for all of its Credit Risk Exposures (CR Exposures) as one of the summed elements [#SRC:5e5b0814-b3c0-441d-b92e-c7fe290a8020]. To produce that CR Exposures component for inclusion in the total, the Authorised Person must calculate RWA for CR Exposures by applying a defined sequence: first determine the Exposure value (E) for every on-balance sheet and off balance sheet asset using the specified exposure measurement methodology and recognising the effects of any applicable CRM; then categorise each Exposure under the applicable rules; then allocate the applicable Credit Quality Grade and risk weight for each Exposure; then compute the RWA amount for each CR Exposure using the formula RWA(CR) = E × CRW, where CRW is the applicable risk weight determined through the categorisation and grading steps; and finally add together the RWA amounts for all CR Exposures to arrive at the aggregate RWA for CR Exposures [#TGT:5c99a9f9-b97d-4f45-834a-0562c13cf368].","The Credit RWA of an Authorised Person is the sum of:
(a)	its risk weighted assets (RWA) for all its Credit Risk Exposures (referred to in these Rules as ""CR Exposures"") calculated in accordance with Rules 4.8.2 and 4.8.3;
(b)	its RWA for all its securitisation Exposures (referred to in these Rules as ""SE Exposures"") calculated in accordance with Rule 4.8.4 and Section 4.14; and
(c)	its RWA for its Counterparty Risk Exposures as calculated in accordance with Sections A4.6 to A4.8.","Calculation of RWA for Credit Risk Exposures (CR Exposures). To calculate its RWA for CR Exposures, an Authorised Person must:
(a)	calculate the value of the Exposure (represented as ""E"") for every on-balance sheet and every off balance sheet asset in accordance with the Exposure measurement methodology specified in Section 4.9 and recognising the effects of any applicable CRM;
(b)	categorise that Exposure in accordance with the Rules in Section 4.10;
(c)	allocate an applicable Credit Quality Grade and risk weight for that Exposure in accordance with the Rules in Section 4.11 and 4.12;
(d)	calculate the RWA amount for that Exposure using the following formula: RWA(CR) = E x CRW
where:
(i)	""RWA(CR)"" refers to the risk weighted Exposure amount for that CR Exposure;
(ii)	""E"" refers to the Exposure value or amount, for that CR Exposure; and
(iii)	""CRW"" refers to the applicable risk weight for that CR Exposure determined in accordance with (b) and (c); and
(e)	add the RWA amounts calculated in accordance with (d) for all its CR Exposures.",SCHEMA,,professional,ADGM,mixed_difficulty,5e5b0814-b3c0-441d-b92e-c7fe290a8020,5c99a9f9-b97d-4f45-834a-0562c13cf368,,,4.8.1.(2),4.8.3,,,,,HV0059,dd9324192c9a7188,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-ADGM-ALL/final.jsonl,,,,
301d53276af79a92,"If the Fund Manager of a Passported Fund has to tell the Regulator about a material event as soon as practicable (and within the stated deadline once it becomes aware), what details must be included with the notice, and what extra document is required if the Prospectus has been amended or replaced?","When the Fund Manager of a Passported Fund (and, where applicable, the governing body or trustee) must notify the Regulator of a material event as soon as practicable—and for the listed events no later than seven days after it becomes aware—the notice must be submitted in the prescribed form that the Regulator may direct from time to time [#TGT:7a51b100-c0e6-41bd-809c-d2ae395a9898] [#SRC:a293c037-9b5d-4128-8318-f840f0264d1f]. The notice cannot be just a headline: at a minimum it must be accompanied by reasonable detail of the event, so the Regulator receives enough information about what happened (for example, the nature of the change or occurrence and what it affects) [#SRC:a293c037-9b5d-4128-8318-f840f0264d1f]. If the event being notified is that the Prospectus relating to the Passported Fund has been amended or replaced, the notice must also include a copy of the new Prospectus, so the Regulator receives the updated or replacement Prospectus alongside the notification [#TGT:7a51b100-c0e6-41bd-809c-d2ae395a9898] [#SRC:a293c037-9b5d-4128-8318-f840f0264d1f].","The notification referred to in Rule 6.6.2 must be in such prescribed form as the Regulator may direct from time to time.  At a minimum, the notification must be accompanied by reasonable detail of the event and (where the Prospectus has been amended or replaced) a copy of the new Prospectus.","The Fund Manager of a Passported Fund must notify the Regulator as soon as practicable of any material events, in accordance with applicable ADGM legislation.  In particular (but without limitation), a Fund Manager or the governing body or trustee of a Passported Fund must notify the Regulator as soon as practicable (and in any case no later than seven days after it becomes aware) of any of the following events:
(a)	the Fund Manager intends to retire as manager of the Passported Fund;
(b)	it is proposed that a successor manager will be appointed in relation to the Passported Fund;
(c)	the Fund Manager has been removed or replaced as manager of the Passported Fund;
(d)	any material service provider to the Passported Fund (including, without limitation, any custodian) or an Agent or Licensed Person resigns, is appointed, is removed, or is replaced;
(e)	the Prospectus relating to the Passported Fund has been amended or replaced;
(f)	winding-up of the Passported Fund has commenced; or
(g)	the Fund Manager intends to vary or revoke its Financial Service Permission (or any conditions contained in that Financial Service Permission).",SCHEMA,,basic,ADGM,mixed_difficulty,a293c037-9b5d-4128-8318-f840f0264d1f,7a51b100-c0e6-41bd-809c-d2ae395a9898,,,6.6.3,6.6.2,,,,,HV0060,301d53276af79a92,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-ADGM-ALL/final.jsonl,,,,
3a9f52453ae801bb,"When a Relevant Person has maintained records relating to customer due diligence, customer business relationships, transactions, and suspicious activity reporting, what must it do if the Regulator requests a copy of the relevant record, and how does this interact with the requirement to keep those records for a minimum retention period?","A Relevant Person must ensure it both (i) keeps the specified categories of records for the required retention period and (ii) can produce the relevant record promptly when demanded. Specifically, it must, where relevant, maintain records covering documents and information obtained for initial and ongoing CDD or due diligence on business partners; records (originals or certified copies) relating to the customer business relationship (including business correspondence, information relating to a customer’s account, and sufficient transaction records to reconstruct individual transactions); internal findings and analysis for unusual or suspicious transactions or business; internal notifications to its MLRO; Suspicious Activity/Transaction Reports with supporting materials; communications with the FIU; and other expressly required matters, for at least six years from the latest of the report/notification date, the end of the business relationship, or completion of the transaction [#TGT:2bb23374-a3ae-4dd1-af3e-7222ecda1e98]. In addition, upon request, it must immediately provide to the Regulator a copy of the relevant record, and it must likewise provide it to a law enforcement agency where there is a valid and enforceable request or requirement [#SRC:c96c05de-76d2-4f05-b2ea-6f4fb9615094].","A Relevant Person must immediately provide to the Regulator, upon request, or a law enforcement agency, pursuant to a valid and enforceable request or requirement, a copy of the record referred to in Rule 4.5.1.","A Relevant Person must, where relevant, maintain the following records:
(a)	a copy of all documents and information obtained in undertaking initial and ongoing CDD or due diligence on business partners;
(b)	records, consisting of the original documents or certified copies, in respect of the customer business relationship, including:
(i)	business correspondence and other information relating to a customer’s account;
(ii)	sufficient records of transactions to enable individual transactions to be reconstructed; and
(iii)	internal findings and analysis relating to a transaction or any business, if the transaction or business appears unusual or suspicious, whether or not it results in a Suspicious Activity/Transaction Report;
(c)	internal notifications of suspicious activity made to its MLRO under Rule ‎‎14.2.2;
(d)	Suspicious Activity/Transaction Reports and any relevant supporting documents and information, including internal findings and analysis;
(e)	any relevant communications with the FIU;
(f)	the documents in Rule ‎4.6.1; and
(g)	any other matter that the Relevant Person is expressly required to record under these Rules,
for at least six years from the date on which the notification or report was made, the business relationship ends or the Transaction is completed, whichever occurs last.",SCHEMA,,professional,ADGM,mixed_difficulty,c96c05de-76d2-4f05-b2ea-6f4fb9615094,2bb23374-a3ae-4dd1-af3e-7222ecda1e98,,,4.5.2,4.5.1,,,,,HV0061,3a9f52453ae801bb,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-ADGM-ALL/final.jsonl,,,,
a806d0f5b2bb456a,"When preparing the weekly position report that a Recognised Investment Exchange must publish and provide to the Regulator for each Derivative admitted to trading, how must the Recognised Investment Exchange distinguish, as far as practicable, between risk-reducing positions tied directly to commercial activities and other positions, while still reporting the required aggregate position details by category of participant?","A Recognised Investment Exchange must produce a weekly position report that is both (i) publicly disclosed and provided to the Regulator and (ii) structured so that positions are separated, to the extent possible, into those that objectively reduce risks directly relating to commercial activities versus other positions. In practice, this means the Recognised Investment Exchange must categorise persons into participant categories and then, within the weekly reporting process, differentiate positions along the two position types while still presenting the report as aggregate positions held by each category of participant for each Derivative admitted to trading. The weekly report must detail, for each relevant category and Derivative, the number of long and short positions, changes since the previous report, the percentage of total open interest represented by each category, and the number of persons holding a position in each category. These content elements must be delivered in the same weekly report that is made public and provided to the Regulator, while the differentiation requirement ensures the report distinguishes risk-reducing commercial positions from other positions as far as practicable. [#SRC:2722b40a-c3fd-4d87-a5aa-65796ac6bdf2] [#TGT:ce2f97e5-2183-47cc-a1b0-23f2db75b226]","Position Reports. For the weekly report referred to under Rule 3.3.12, the Recognised Investment Exchange must:
(a)	categorise persons in accordance with Rule 3.3.15; and
(b)	differentiate, to the extent possible, between positions identified as:
(i)	positions which in an objectively measurable way reduce risks directly relating to commercial activities; and
(ii)	other positions.","Position Reports. A Recognised Investment Exchange must make public, and provide to the Regulator, a weekly report detailing the aggregate positions held by each category of participant for each Derivative that is admitted to trading on the Recognised Investment Exchange, specifying:
(a)	the number of long and short positions by such categories;
(b)	any changes in positions since the previous report;
(c)	the percentage of the total open interest represented by each category of participant; and
(d)	the number of persons holding a position in each category of participant.",SCHEMA,,professional,ADGM,mixed_difficulty,2722b40a-c3fd-4d87-a5aa-65796ac6bdf2,ce2f97e5-2183-47cc-a1b0-23f2db75b226,,,3.3.14,3.3.12,,,,,HV0062,a806d0f5b2bb456a,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-ADGM-ALL/final.jsonl,,,,
