qa_id,question,Q1_question_understandability_agreement_type,Q1_question_understandability_majority_label,Q1_question_understandability__human_aniruh,Q1_question_understandability__human_nfonsam,Q1_question_understandability__llm_gemini-2.5-pro,Q1_question_understandability__llm_gpt-4.1-mini,Q1_question_understandability__llm_gpt-5.1,Q2_question_fluency_reuse_agreement_type,Q2_question_fluency_reuse_majority_label,Q2_question_fluency_reuse__human_aniruh,Q2_question_fluency_reuse__human_nfonsam,Q2_question_fluency_reuse__llm_gemini-2.5-pro,Q2_question_fluency_reuse__llm_gpt-4.1-mini,Q2_question_fluency_reuse__llm_gpt-5.1,Q3_evidence_dependency_agreement_type,Q3_evidence_dependency_majority_label,Q3_evidence_dependency__human_aniruh,Q3_evidence_dependency__human_nfonsam,Q3_evidence_dependency__llm_gemini-2.5-pro,Q3_evidence_dependency__llm_gpt-4.1-mini,Q3_evidence_dependency__llm_gpt-5.1
3849236659a8948c,"How should a Listed Entity treat Securities for the purpose of counting against the relevant issuance limit when an earlier approval has lapsed, and what conditions would allow an unapproved issue (or agreement to issue) to be treated as approved—including any timing requirement for issuing the Securities after holders approve?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
387a201e22438253,"If an Authorised Person uses the FCCA and has eligible financial Collateral for an SFT that is not under a qualifying bilateral Netting agreement, what number should it use instead of E for the credit risk weighted exposure, and how should it adjust for market moves in both the exposure and the collateral?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
3a9f52453ae801bb,"When a Relevant Person has maintained records relating to customer due diligence, customer business relationships, transactions, and suspicious activity reporting, what must it do if the Regulator requests a copy of the relevant record, and how does this interact with the requirement to keep those records for a minimum retention period?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
3e2ee2e30ce215da,"For an Authorised Person conducting Investment Business, how should the Resolution Pack reflect the periodic reconciliation and counting activities required for Client Accounts held with Third Party Agents and for Safe Custody Assets (including any involvement of a Nominee Company), and what minimum frequencies apply?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,both_needed,both_needed,both_needed,target_only_sufficient
3e4ce8a5e87a8dc8,"For an Authorised Person that is a Domestic Firm and has been given an Individual Capital Requirement (ICR) arising from Pillar 2 adjustments, what capital resources must it maintain at all times, and how does that ICR-related obligation interact with the broader expectation to hold capital and liquid assets adequate to its business profile so liabilities can be met when due?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
40961a2f7908a524,"When an Issuer wants a proposed Digital Security to be treated as a Security through the Regulator’s ability to deem an investment that is not a Security to be a Security, what information and documentation must the Issuer provide, and how does the Regulator’s review differ between a situation requiring an Approved Prospectus and an Exempt Offer (including what the review is not intended to do)?",majority,yes,yes,partial_unclear,yes,yes,yes,majority,some_copied_acceptable,too_much_copied_unnatural,mostly_natural_rephrased,some_copied_acceptable,some_copied_acceptable,some_copied_acceptable,majority,source_only_sufficient,both_needed,both_needed,source_only_sufficient,source_only_sufficient,source_only_sufficient
40f73736e9dd62ec,"When a Recognised Investment Exchange uses a Price Reporting Agency for establishing prices of a Financial Instrument, what ongoing review arrangements must the Recognised Investment Exchange maintain, and what specific operational and governance features must the Price Reporting Agency continue to satisfy for that review to be meaningful?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
44f10b5136e2eacc,"When a Petroleum Reporting Entity identifies new material estimates of Prospective Resources, Contingent Resources or Petroleum Reserves that have not previously been disclosed and must disclose them immediately, what specific content must be included in that disclosure, including how the entity should address permits/licences, the new data, the effect on estimates, and any updates to previously disclosed information?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
46321a06af84dda3,"If Securities are being admitted to trading on a Recognised Investment Exchange, when does the prohibition not apply because the Securities are treated as Exempt Securities, and what kinds of Securities count as Exempt Securities under the Regulator’s prescribed list?",majority,yes,yes,partial_unclear,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,unclear,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
486dfdce3e64d73f,"When a Payment Order for an individual Payment Transaction is sent using a Payment Instrument issued under a Framework Contract, what information must the Payment Service Provider still provide immediately after initiation to the Payer (and where applicable the Payee), and what category of information may it omit because another Payment Service Provider has provided or will provide it under the Framework Contract?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,target_only_sufficient,both_needed,both_needed,both_needed
4b1efc25dc9528d2,"If a Mining Reporting Entity publishes a disclosure that includes Exploration Targets, Exploration Results, or estimates of Mineral Resources or Ore Reserves, what details must it say about the Competent Person(s), and what written approval must it get from the Competent Person(s) before publishing?",unanimous,yes,yes,yes,yes,yes,yes,unanimous,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
4fda40b2c8db34fa,"Where the Customer is not a Natural Person and the Customer and the Third Party Provider agree in writing to apply a different notification time period for unauthorised or incorrectly executed Payment Transactions, what must the Customer do to remain entitled to redress for an unauthorised or incorrectly executed Third Party Transaction, and how does that agreed time period interact with the default deadline?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
51cefb12bc2986e7,"When the Regulator receives the relevant notice that would trigger informing Host Regulator(s) of an intent to use passporting procedures, in what circumstances must the Regulator refrain from sending that notice, and how does that affect the subsequent steps of publishing the Passported Fund’s details and notifying the Fund Manager once Host Regulator confirmation is received?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
51d9cf72aea6f0f0,"When a Mining Reporting Entity makes a disclosure that includes forecast financial information derived from a Production Target and also includes ore reserves information supported by a separate report annexed to the disclosure, what must the Mining Reporting Entity include about the assumptions used to determine the forecast financial information, and how must the ore reserves information in the disclosure be presented relative to the separate report?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
5240ab88a5aa38dc,"When an initial annual fee becomes due partway through a calendar year and must be paid to the Regulator within the required timeframe, how must the prorated portion for the remainder of that calendar year be calculated based on the number of months remaining, and what payment timing applies?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
536f2d2c37481d91,"When a PFP Operator publishes information for a PFP Prospect and later there is a material change, what must the PFP Operator do to update that published information and notify PFP Clients, and how does that interact with the PFP Operator’s record-keeping duties for disclosures and related transaction documentation?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,target_only_sufficient,both_needed,both_needed,both_needed
53c811c6ecd14a10,"If a Fund Manager tells its auditor in writing to audit the Fund’s financial statements and to produce a Fund Auditor’s Report, what must the Fund Manager make sure the Auditor says in that report about the accounting standards used, whether the statements are true and fair, whether records were properly kept, whether the Auditor got enough information, and whether the Directors’ or Fund Manager’s report matches the financial statements?",majority,yes,yes,partial_unclear,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,too_much_copied_unnatural,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,majority,target_only_sufficient,both_needed,both_needed,target_only_sufficient,target_only_sufficient,target_only_sufficient
5705e32a1a365390,"When the Regulator discloses Confidential Information to a criminal law enforcement agency (in the U.A.E or elsewhere) specifically to support a criminal investigation or criminal proceedings, what conditions must be met for the disclosure to be permitted, and does that scenario remain subject to the separate requirements that otherwise apply to such disclosures?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,both_needed,both_needed,both_needed,source_only_sufficient
57dadba191a2b41c,"When Securities are Exempt Securities and are being admitted to trading on a Recognised Investment Exchange, is a person still prohibited from having those Securities admitted unless there is an Approved Prospectus, or does the prohibition not apply (subject to any stated requirement)?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
57e9094f0c23a7a5,"When an Authorised Person determines its Credit RWA as a sum of RWAs across exposure categories, what must it include and exclude when calculating the RWA component for its Credit Risk Exposures, so that this CR Exposures component is correctly separated from securitisation Exposures and other non-credit-risk items?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,both_needed,target_only_sufficient,both_needed,target_only_sufficient
58ca7134acbd61e8,"For the purposes of an investigation, when is the Investigator permitted to compel attendance at an interview and require answers to questions, and what procedural step must the Investigator take when directing the Person Under Investigation or any other person (whether or not connected to the Person Under Investigation) to attend at a specified time and place?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,both_needed,both_needed,both_needed,target_only_sufficient
5b25e6b288de8e80,"If the Fund Manager of a Public Fund tells the Regulator it wants the Public Fund to be a Passported Fund, what must it do if it later finds a significant change, mistake, or missing information that matters to that notice before Promotion starts in a Host Jurisdiction, and what will the Regulator do next?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,both_needed,both_needed,both_needed,source_only_sufficient
5da11b6862d3a3ee,"When an Issuer wants to use an MTF as the primary trading venue for Digital Securities offered and issued by way of an Exempt Offer (with membership and trading limited to non-retail clients only), what must the Issuer include in its Exempt Offer document so that the Regulator can treat those Digital Securities as Securities, and how may the Regulator impose conditions when doing so?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,too_much_copied_unnatural,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
5e189c20eddb5245,"When an Authorised Person conducting Investment Business plans to use a Client’s Safe Custody Assets for its own purpose or for another Person, what specific permissions, controls, and record materials must it have in place, and what must be included in its Resolution Pack to evidence compliance?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
5f62d3cce6a13e8e,"For a Domestic Fund that is treated as an Exempt Fund because it is privately placed only, limited to Professional Clients, and has a minimum initial subscription of at least US$50,000 while not meeting the conditions to be a Qualified Investor Fund, what must the Fund Manager do if the fund later cannot continue to meet the conditions needed to remain an Exempt Fund, and what alternative reclassification options are available?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,source_only_sufficient,both_needed,both_needed,both_needed
5f7240dae9e51d81,"For an Authorised Person exposed to the risk of foreign currencies and gold under an Islamic Contract, when is it permitted not to calculate a Foreign Exchange Risk Capital Requirement, and what quantitative tests must it apply using its Foreign Currency business and overall net open position relative to Capital Resources?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,both_needed,both_needed,both_needed,target_only_sufficient
610fd687cbc00576,"If an Authorised Person is an MTF or OTF for spot commodity activities, how much regulatory capital must it hold compared with what a Recognised Investment Exchange must hold, including any extra buffer the Regulator can change?",unanimous,yes,yes,yes,yes,yes,yes,unanimous,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
6110e9833cd25477,"If a Relevant Person is assessing a customer and deciding whether to rate them high risk because of the countries involved, what kinds of reports and organisations count as credible sources for deciding that a country has weak anti-money laundering controls, high corruption or crime, sanctions exposure, or terrorism links?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,target_only_sufficient,both_needed,both_needed,both_needed
6697fc0bf46b866e,How should an Authorised Person calculate the annual supervision fees payable to the Regulator when it both (i) operates as a Cell Company with multiple Cells and (ii) holds a Financial Services Permission to carry on Effecting Contracts of Insurance and/or Carrying Out Contracts of Insurance as a Captive Insurer or an Insurance Special Purpose Vehicle?,unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
6dd44380bd02e3d2,"When an Authorised Person holds CET1 Capital instruments issued by a Relevant Entity, how should it determine whether the holding is treated as a “significant investment” for CET1 deduction purposes, and how does that determination affect which category of CET1 deduction applies to those holdings?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,too_much_copied_unnatural,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
713051124c871887,"If a Recognised Clearing House cannot get one specific transaction settled, can it still be treated as meeting the Recognition Requirement, and what must its required satisfactory arrangements include by way of referencing other requirements?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
